#loc_id	ags	ascii	name	lat	lon	amt	plz	vorwahl	einwohner	flaeche	kz	typ	level	of	invalid
78841	G0550	SCHEUNEN	Scheunen	47.068713	7.4542		3305		57	21.8	BE	Gemeinde	6	78536	
78906	G0747	SCHEUREN	Scheuren	47.132125	7.323718		2556		421	21.2	BE	Gemeinde	6	78543	
31162	G3962	SCHIERS	Schiers	46.99051	9.734826		7220		2637	616.8		Gemeinde	6	78620	
31590		SCHINDELLEGI	Schindellegi	47.166061	8.6911205293		8834						7	31571	
30523		SCHINZNACH BAD	Schinznach Bad	47.425809	8.1649999357		5116						7	79437	
30524		SCHINZNACH DORF	Schinznach Dorf	47.450352	8.1303302579		5107						7	79438	
79437	G4114	SCHINZNACH-BAD	Schinznach Bad	47.45338	8.166998		5116		1258	18.8	AG	Gemeinde	6	78625	
79438	G4115	SCHINZNACH-DORF	Schinznach Dorf	47.447558	8.138116		5107		1637	88.4	AG	Gemeinde	6	78625	
79384	G3984	SCHLANS	Schlans	46.760848	9.000496		7168		92	88.3	GR	Gemeinde	6	78621	
78758	G0226	SCHLATT	Schlatt (ZH)	47.485415	8.76274		8418		610	89.8	ZH	Gemeinde	6	78525	
79514	G4546	SCHLATT	Schlatt (TG)	47.663957	8.665727		8252		1485	155.3	TG	Gemeinde	6	78635	
79273	G3104	SCHLATT-HASLEN	Schlatt-Haslen	47.362469	9.382023		9054		1146	179.2	AI	Gemeinde	6	78602	
31650		SCHLATTINGEN	Schlattingen	47.667817	8.748116466		8255						7	79513	
78730	G0098	SCHLEINIKON	Schleinikon	47.497989	8.39058		8165		637	56.8	ZH	Gemeinde	6	78519	
78596	B1404	SCHLEITHEIM	Bezirk Schleitheim						2986	436	SH	Bezirk	4	149	
31498	G2952	SCHLEITHEIM	Schleitheim	47.749396	8.491483		8226		1779	216		Gemeinde	6	78596	
78994	G1100	SCHLIERBACH	Schlierbach	47.225811	8.118774		6231		567	71.7	LU	Gemeinde	6	78557	
32295	G0247	SCHLIEREN	Schlieren	47.398179	8.44861		8952		13356	65.9		Stadt	6	78526	
30525	G4142	SCHLOSSRUED	Schlossrued	47.290618	8.087858		5044		903	72.3		Gemeinde	6	78626	
78872	G0624	SCHLOSSWIL	Schlosswil	46.906611	7.612471		3082		656	34.5	BE	Gemeinde	6	78539	
79319	G3582	SCHLUEIN	Schluein	46.788362	9.222634		7151		602	47.9	GR	Gemeinde	6	78621	
31460	G3338	SCHMERIKON	Schmerikon	47.225051	8.943877		8716		3182	41.4		Gemeinde	6	78608	
79449	G4143	SCHMIEDRUED	Schmiedrued	47.264278	8.107676		5046		1219	86.5	AG	Gemeinde	6	78626	
79129	G2305	SCHMITTEN	Schmitten (FR)	46.846782	7.242022		3185		3280	135	FR	Gemeinde	6	78575	
79311	G3514	SCHMITTEN	Schmitten (GR)	46.70333	9.673491		7493		243	113.5	GR	Gemeinde	6	78611	
79320	G3583	SCHNAUS	Schnaus	46.804051	9.179162		7130		99	29.8	GR	Gemeinde	6	78621	
79502	G4318	SCHNEISINGEN	Schneisingen	47.522519	8.360398		5425		1232	82.3	AG	Gemeinde	6	78632	
31555	G2461	SCHNOTTWIL	Schnottwil	47.107341	7.391139		3253		946	71.9		Gemeinde	6	78579	
78731	G0099	SCHOEFFLISDORF	Schöfflisdorf	47.49748	8.418081		8165		1133	40.3	ZH	Gemeinde	6	78519	
30526	G4144	SCHOEFTLAND	Schöftland	47.30492	8.051994		5040		3271	62.8		Gemeinde	6	78626	
30768		SCHOENBUEHL	Schönbühl	47.0167	7.5		3322						7	78842	
78742	G0140	SCHOENENBERG	Schönenberg (ZH)	47.266247	8.320545		8824		1800	109.6	ZH	Gemeinde	6	78521	
30869	G2774	SCHOENENBUCH	Schönenbuch	47.534607	7.500932		4124		1245	13.6		Gemeinde	6	78588	
30572	G3003	SCHOENENGRUND	Schönengrund	47.321372	9.231261		9105		459	52		Gemeinde	6	78599	
31556	G2583	SCHOENENWERD	Schönenwerd	47.372914	8.01085		5012		4761	37.3		Gemeinde	6	78584	
31651	G4756	SCHOENHOLZERSWILEN	Schönholzerswilen	47.515402	9.134981		8577		731	109.4		Gemeinde	6	78638	
30769		SCHOENRIED	Schönried	46.496872	7.2943634336		3778						7	30760	
31321	G1143	SCHOETZ	Schötz	47.167918	7.98681		6247		3065	108.9		Gemeinde	6	78558	
31320	G1041	SCHONGAU	Schongau	47.267553	8.269489		6288		729	124.5		Gemeinde	6	78555	
31163		SCHUDERS	Schuders	46.977748	9.7322004693		7228						7	31162	
31591	G1346	SCHUEBELBACH	Schübelbach	47.1726731	8.9287461		8862		8446	29.01		Gemeinde	6	78564	
30770		SCHUEPBACH	Schüpbach	46.939127	7.7321854101		3535						7	30776	
30771	G0311	SCHUEPFEN	Schüpfen	47.035437	7.379588		3054		3318	198.2		Gemeinde	6	78528	
31322	G1008	SCHUEPFHEIM	Schüpfheim	46.949518	8.011888		6170		3897	382.6		Gemeinde	6	78554	
79483	G4259	SCHUPFART	Schupfart	47.51287	7.962375		4325		681	70.4	AG	Gemeinde	6	78630	
30527	G4176	SCHWADERLOCH	Schwaderloch	47.584987	8.144856		5326		655	27.8		Gemeinde	6	78627	
78907	G0748	SCHWADERNAU	Schwadernau	47.121929	7.314355		2556		669	41.2	BE	Gemeinde	6	78543	
79024	G1628	SCHWAENDI	Schwändi	47.011765	9.05638		8762		395	34.6	GL	Ort	6	153485	
78859	G0592	SCHWANDEN	Schwanden bei Brienz	46.76937	8.05536		3855		605	70.2	BE	Gemeinde	6	78538	
79023	G1627	SCHWANDEN	Schwanden (GL)	46.976211	9.073359		8762		2601	306.5	GL	Ort	6	153485	
78506		SCHWARZENBACH	Schwarzenbach (SG)	47.44227	9.0762289665				240			ehem. Stadt	7	31425	
78990	G1066	SCHWARZENBERG	Schwarzenberg	46.99973	8.182446		6103		1489	392.5	LU	Gemeinde	6	78556	
78548	B0221	SCHWARZENBURG	Amtsbezirk Schwarzenburg						9976	1569.8	BE	Amtsbezirk	4	136	
30772		SCHWARZENBURG	Schwarzenburg	46.845868	7.3427883588		3150						7	78921	
30773		SCHWARZENEGG	Schwarzenegg	46.803791	7.7171643584		3616						7	78944	
78781	G0341	SCHWARZHAEUSERN	Schwarzhäusern	47.255555	7.766726		4911		438	37.9	BE	Gemeinde	6	78529	
30946		SCHWARZSEE	Schwarzsee	46.663286	7.2817742142		1716						7	30937	
107	CH	SCHWEIZ	Schweiz							41293	CH	Land	2	104	
30573	G3004	SCHWELLBRUNN	Schwellbrunn	47.352267	9.243047		9103		1468	174		Gemeinde	6	78599	
79274	G3105	SCHWENDE	Schwende	47.28047	9.393619		9057		1935	575.3	AI	Gemeinde	6	78602	
78946	G0937	SCHWENDIBACH	Schwendibach	46.769152	7.658443		3624		262	15	BE	Gemeinde	6	78551	
78748	G0197	SCHWERZENBACH	Schwerzenbach	47.380845	8.654452		8609,8603		4256	26.4	ZH	Gemeinde	6	78524	
151	K05	SCHWYZ	Schwyz								SZ	Kanton	3	107	
78565	B0506	SCHWYZ	Bezirk Schwyz						47541	4943.9	SZ	Bezirk	4	151	
31592	G1372	SCHWYZ	Schwyz	47.023312	8.693326		6431,6430		13802	532.5		Stadt	6	78565	
31164	G3762	SCUOL	Scuol	46.756818	10.326713		7550		2122	1441.4		Gemeinde	6	78615	
32017		SEDEILLES	Sédeilles	46.742578	6.929186		1554		144	24.7		ehem. Gemeinde	7	79823	
31165		SEDRUN	Sedrun	46.684719	8.7844120113		7188						7	79386	
78574	B1005	SEE	Bezirk See;District du Lac	46.930088	7.150584				28175	1448.4	FR	Bezirk	4	139	
78608	B1726	SEE-GASTER	Wahlkreis See-Gaster	47.221486	9.0168021407				57906	2457.9	SG	Wahlkreis	4	148	
30774	G0988	SEEBERG	Seeberg	47.144624	7.674446		3365		1455	157.4		Gemeinde	6	78553	
78770	G0312	SEEDORF	Seedorf (BE)	47.026663	7.312663		3267		3144	208.6	BE	Gemeinde	6	78528	
79008	G1214	SEEDORF	Seedorf (UR)	46.879049	8.575295		6462		1509	154.6	UR	Gemeinde	6	78559	
78737	G0119	SEEGRAEBEN	Seegräben	47.338181	8.767201		8607		1279	37.7	ZH	Gemeinde	6	78520	
78892	G0709	SEEHOF	Seehof	47.301549	7.517976		2747		79	84.1	BE	Gemeinde	6	78541	
31865	G1215	SEELISBERG	Seelisberg	46.964298	8.578728		6377		592	133.4		Gemeinde	6	78559	
30528	G4208	SEENGEN	Seengen	47.329238	8.210507		5707		2526	96.8		Gemeinde	6	78628	
79166	G2480	SEEWEN	Seewen	47.425864	7.642147		4206		958	163	SO	Gemeinde	6	78580	
79380	G3972	SEEWIS	Seewis im Prättigau	47.022422	9.638416				1323	496.3	GR	Gemeinde	6	78620	
31166		SEEWIS DORF	Seewis Dorf	46.979916	9.6290163195		7212						7	79380	
78549	B0222	SEFTIGEN	Amtsbezirk Seftigen						35706	1894.8	BE	Amtsbezirk	4	136	
30775	G0883	SEFTIGEN	Seftigen	46.789816	7.539		3662		2076	38.9		Gemeinde	6	78549	
79820	G5826	SEIGNEUX	Seigneux	46.726004	6.878142		1525		276	37.2	VD	Gemeinde	6	78665	
78507		SEIRY	Seiry	46.812692	6.830295298						FR	ehem. Gemeinde	7	79034	
79994	G6805	SELEUTE	Seleute	47.362946	7.109186		2888		67	67.8	JU	ehem. Gemeinde	7	152169	
31167	G3811	SELMA	Selma	46.318783	9.123239		6545		44	29.1		Gemeinde	6	78618	
30870	G2833	SELTISBERG	Seltisberg	47.460124	7.717729		4411		1217	35.7		Gemeinde	6	78590	
31557	G2556	SELZACH	Selzach	47.212636	7.442402		2545		2810	194.8		Gemeinde	6	78583	
32156	G6035	SEMBRANCHER	Sembrancher	46.071514	7.146482		1933		792	176.3		Stadt	6	78676	
31828	G5019	SEMENTINA	Sementina	46.189256	8.982212		6514		2646	82.5		Gemeinde	6	78641	
79543	G5046	SEMIONE	Semione	46.399447	8.955044		6714		320	104.2	TI	Gemeinde	6	78642	
78995	G1102	SEMPACH	Sempach	47.138641	8.197583		6204		3483	89.1	LU	Stadt	6	78557	
80026	G9163	SEMPACHERSEE	Sempachersee	47.145951	8.127663					143.8		See	6	107	
30947	G2336	SEMSALES	Semsales	46.570809	6.935928		1623		1019	293.6		Gemeinde	6	78576	
79663	G5499	SENARCLENS	Senarclens	46.597316	6.480649		1304		349	39.8	VD	Gemeinde	6	78670	
79103	G2225	SENEDES	Senèdes	46.738657	7.141011		1724		109	5	FR	Gemeinde	6	78573	
31461	G3274	SENNWALD	Sennwald	47.245793	9.480212		9466		4484	415.2		Gemeinde	6	78606	
78575	B1006	SENSE	Bezirk Sense	46.769805	7.261800689				38299	2652.2	FR	Bezirk	4	139	
31168	G3763	SENT	Sent	46.822689	10.341553		7554		865	1116.1		Gemeinde	6	78615	
30529	G4209	SEON	Seon	47.349263	8.161966		5703		4815	96.2		Gemeinde	6	78628	
79792	G5762	SERGEY	Sergey	46.750606	6.498658		1355		108	14.8	VD	Gemeinde	6	78667	
31169		SERNEUS	Serneus	46.872671	9.8270382954		7249						7	79369	
79807	G5799	SERVION	Servion	46.573372	6.776623		1077		979	42	VD	Gemeinde	6	78669	
31829	G5222	SESSA	Sessa	46.003203	8.816283		6997		604	28.7		Gemeinde	6	78645	
32296	G0227	SEUZACH	Seuzach	47.535092	8.725844		8472		6558	75.7		Gemeinde	6	78525	
79044	G2043	SEVAZ	Sévaz	46.839088	6.873937		1541		145	24.9	FR	Gemeinde	6	78570	
31462	G3275	SEVELEN	Sevelen	47.12937	9.4569		9475		4253	303.4		Gemeinde	6	78606	
79664	G5500	SEVERY	Sévery	46.568625	6.440116		1141		193	23.7	VD	Gemeinde	6	78670	
31170	G3584	SEVGEIN	Sevgein	46.757694	9.222427		7127		207	45.5		Gemeinde	6	78621	
79330	G3615	SIAT	Siat	46.81427	9.154709		7157		189	135.2	GR	Gemeinde	6	78621	
31499	G2953	SIBLINGEN	Siblingen	47.721727	8.52301		8225		707	94.1		Gemeinde	6	78596	
31593		SIEBNEN	Siebnen	47.18732	8.900055597		8854						7	31591	
31652		SIEGERSHAUSEN	Siegershausen	47.619009	9.1339853096		8573						7	79519	
78684	B2311	SIERRE	District de Sierre						40018	4185	VS	District	4	156	
32157	G6248	SIERRE	Sierre	46.280099	7.516364		3960		14317	191.8		Stadt	6	78684	
31830	G5223	SIGIRINO	Sigirino	46.083772	8.900494		6806		390	87.1		Gemeinde	6	78645	
30530	G4319	SIGLISTORF	Siglistorf	47.5432	8.37999		5462		519	55.1		Gemeinde	6	78632	
78550	B0223	SIGNAU	Amtsbezirk Signau						24706	3201	BE	Amtsbezirk	4	136	
30776	G0907	SIGNAU	Signau	46.91551	7.731178		3534		2878	220.8		Gemeinde	6	78550	
31831		SIGNORA	Signôra	46.103305	9.0509564517		6951						7	79595	
79778	G5728	SIGNY-AVENEX	Signy-Avenex	46.392098	6.201774		1274		390	19.3	VD	Gemeinde	6	78671	
30777	G0938	SIGRISWIL	Sigriswil	46.733814	7.736364		3655		4496	554.3		Gemeinde	6	78551	
32195		SIHLBRUGG	Sihlbrugg	47.173812	8.5769779396		6340						7	32192	
80040	G9216	SIHLSEE	Sihlsee	47.122372	8.785547					107.5		See	6	107	
31866	G1216	SILENEN	Silenen	46.779799	8.714649		6473		2068	1447.7		Gemeinde	6	78559	
31171	G3640	SILS	Sils im Domleschg	46.692816	9.453672		7411		880	93.2		Gemeinde	6	78613	
79359	G3789	SILS	Sils im Engadin/Segl	46.410429	9.769755				751	635.7	GR	Gemeinde	6	78617	
31172	G3790	SILVAPLANA	Silvaplana	46.461813	9.787463		7513		913	447.5		Gemeinde	6	78617	
79865	G6009	SIMPLON	Simplon	46.197982	8.039228		3907		333	908.2	VS	Gemeinde	6	78674	
32158		SIMPLON DORF	Simplon Dorf	46.182287	8.0471013885		3907						7	79865	
30531	G4239	SINS	Sins	47.190927	8.379099		5643		3282	202.9		Gemeinde	6	78629	
78685	B2312	SION	District de Sion						36993	1255.2	VS	District	4	156	
32159	G6266	SION	Sion	46.233411	7.373771		1951,1950		27171	256.2		Stadt	6	78685	
31653	G4761	SIRNACH	Sirnach	47.458042	9.002518		8370		6359	124.3		Gemeinde	6	78638	
78822	G0499	SISELEN	Siselen	47.027021	7.189273		2577		612	55	BE	Gemeinde	6	78535	
31867	G1217	SISIKON	Sisikon	46.935121	8.675936		6452		350	163.3		Gemeinde	6	78559	
78591	B1304	SISSACH	Bezirk Sissach						31029	1410	BL	Bezirk	4	137	
30871	G2861	SISSACH	Sissach	47.471293	7.808407		4450		5325	88.7		Gemeinde	6	78591	
79459	G4177	SISSELN	Sisseln	47.549217	7.982954		4334		1259	25.2	AG	Gemeinde	6	78627	
30948	G2099	SIVIRIEZ	Siviriez	46.655421	6.882835		1678		1850	202.8		Gemeinde	6	78571	
31173	G3823	SOAZZA	Soazza	46.354593	9.225325		6562		359	464.2		Gemeinde	6	78618	
31832	G5081	SOBRIO	Sobrio	46.402556	8.907852		6749		74	63.6		Gemeinde	6	78643	
31323		SOERENBERG	Sörenberg	46.835401	8.0100100423		6174						7	78972	
31174	G3774	SOGLIO	Soglio	46.369744	9.535879		7610		172	675.9		Gemeinde	6	78617	
31833		SOLDUNO	Solduno	46.16074	8.77708492		6600						7	31768	
150	K11	SOLOTHURN	Solothurn								SO	Kanton	3	107	
78585	B1109	SOLOTHURN	Bezirk Solothurn						15489	62.6	SO	Bezirk	4	150	
31558	G2601	SOLOTHURN	Solothurn	47.215452	7.527601		4509,4503,4502,4501,4500		15489	62.6		Stadt	6	78585	
31834		SOMEO	Someo	46.28319	8.6707551955		6674						7	31778	
31654	G4446	SOMMERI	Sommeri	47.570605	9.284315		8580		531	42.1		Gemeinde	6	78633	
78818	G0444	SONCEBOZ-SOMBEVAL	Sonceboz-Sombeval	47.192609	7.177186		2605		1666	150.1	BE	Gemeinde	6	78534	
31835	G5129	SONOGNO	Sonogno	46.356031	8.75941		6637		86	375.2		Gemeinde	6	78644	
31836	G5224	SONVICO	Sonvico	46.064149	9.004251		6968		1600	110.6		Gemeinde	6	78645	
30778	G0445	SONVILIER	Sonvilier	47.138715	6.952242		2615		1158	237.8		Gemeinde	6	78534	
31025	G1629	SOOL	Sool	47.002086	9.105708		8762		303	132.7		Ort	6	153485	
30997	G6639	SORAL	Soral	46.147695	6.04707		1286		597	28.9		Gemeinde	6	78693	
31837	G5225	SORENGO	Sorengo	45.999401	8.934878		6924		1557	8.5		Gemeinde	6	78645	
30949	G2153	SORENS	Sorens	46.672535	7.044561		1642		836	87.2		Gemeinde	6	78572	
30779	G0710	SORNETAN	Sornetan	47.27114	7.217187		2716		113	56.4		Gemeinde	6	78541	
78893	G0711	SORVILIER	Sorvilier	47.233042	7.306863		2736		272	68.9	BE	Gemeinde	6	78541	
32018	G5687	SOTTENS	Sottens	46.652751	6.738431		1062		210	45.3		Gemeinde	6	78666	
31256	G6759	SOUBEY	Soubey	47.306854	7.045637		2887		136	134.8		Gemeinde	6	78695	
78894	G0712	SOUBOZ	Souboz	47.273817	7.255861		2748		115	107	BE	Gemeinde	6	78541	
79970	G6723	SOULCE	Soulce	47.297873	7.279942		2864		235	147.2	JU	Gemeinde	6	78694	
31257	G6724	SOYHIERES	Soyhières	47.398709	7.365186		2805		500	75.4		Gemeinde	6	78694	
30574	G3023	SPEICHER	Speicher	47.412987	9.443105		9042		3853	82.1		Gemeinde	6	78600	
30780	G0768	SPIEZ	Spiez	46.686911	7.670695		3700	033	12027	167.2		Stadt	6	78544	
31868	G1218	SPIRINGEN	Spiringen	46.879566	8.805169		6464		963	647.3		Gemeinde	6	78559	
31175	G3694	SPLUEGEN	Splügen	46.544042	9.31402		7435		411	604.9		Markt	6	78613	
30532	G4040	SPREITENBACH	Spreitenbach	47.417969	8.366908		8957		9127	86		Stadt	6	78623	
31838		SPRUGA	Spruga	46.199742	8.5665031696		6663						7	79563	
78508		ST. ANDREAS	Sankt Andreas (ZG)	47.179501	8.4663995022							ehem. Stadt	7	32188	
79372	G3893	ST. ANTOENIEN	Sankt Antönien	46.979184	9.845202		7246		230	426.6	GR	Gemeinde	6	78620	
78509		ST. ANTOENIEN ASCHARINA	Sankt Antönien Ascharina	46.95032	9.822113				119	96.2	GR	ehem. Gemeinde	7	79372	
79126	G2302	ST. ANTONI	St. Antoni	46.818856	7.27795		1713		1924	167.9	FR	Gemeinde	6	78575	
148	K17	ST. GALLEN	Sankt Gallen								SG	Kanton	3	107	
78603	B1721	ST. GALLEN	Wahlkreis Sankt Gallen						114305	1575.9	SG	Wahlkreis	4	148	
79275	G3203	ST. GALLEN	Sankt Gallen	47.420369	9.374786		9022,9020,9016,9015,9014,9013,9012,9011,9010,9009,9008,9007,9006,9004,9001,9000		72626	394	SG	Stadt	6	78603	
79296	G3337	ST. GALLENKAPPEL	Sankt Gallenkappel	47.267991	8.99965		8735		1719	194.6	SG	Gemeinde	6	78608	
79282	G3236	ST. MARGRETHEN	Sankt Margrethen	47.447743	9.626463		9430		5285	68.6	SG	Gemeinde	6	78605	
79323	G3598	ST. MARTIN	Sankt Martin	46.654368	9.198063		7116		36	228.3	GR	Gemeinde	6	78621	
79358	G3787	ST. MORITZ	Sankt Moritz	46.489956	9.821494		7500		5589	286.8	GR	Gemeinde	6	78617	
79911	G6292	ST. NIKLAUS	Sankt Niklaus	46.156769	7.800318		3924		2304	892.5	VS	Gemeinde	6	78686	
79377	G3930	ST. PETER	Sankt Peter	46.840558	9.657323		7028		154	69	GR	ehem. Gemeinde	7	152157	
79301	G3376	ST. PETERZELL	Sankt Peterzell	47.32907	9.199634		9127		1256	93.8	SG	ehem. Gemeinde	7	152150	
79127	G2303	ST. SILVESTER	St. Silvester	46.7364	7.220626		1736		955	70.7	FR	Gemeinde	6	78575	
78917	G0793	ST. STEPHAN	Sankt Stephan	46.503191	7.425975		3772		1381	609.2	BE	Gemeinde	6	78546	
79128	G2304	ST. URSEN	St. Ursen	46.786473	7.221503		1717		1162	157.6	FR	Gemeinde	6	78575	
79365	G3844	STA. MARIA VAL MUESTAIR	Santa Maria Val Müstair	46.6016	10.435946		7536		327	416	GR	ehem. Gemeinde	7	152156	
31839	G5266	STABIO	Stabio	45.848572	8.935416		6855		3627	61.5		Gemeinde	6	78646	
78732	G0100	STADEL	Stadel	47.534385	8.463957		8174		1739	128.6	ZH	Gemeinde	6	78519	
32297	G0158	STAEFA	Stäfa	47.24532	8.7388		8712		11567	85.8		Stadt	6	78522	
30533	G4284	STAFFELBACH	Staffelbach	47.282667	8.039439		5053		978	89.1		Gemeinde	6	78631	
79912	G6293	STALDEN	Stalden (VS)	46.232538	7.860808		3922		1149	104.3	VS	Gemeinde	6	78686	
32160	G6294	STALDENRIED	Staldenried	46.221295	7.902237		3933		554	143.2		Gemeinde	6	78686	
32298	G0013	STALLIKON	Stallikon	47.320306	8.490293		8143		2608	120.1		Gemeinde	6	78516	
31176	G3775	STAMPA	Stampa	46.354103	9.615624		7605		531	948.1		Gemeinde	6	78617	
31384	G1509	STANS	Stans	46.959618	8.364841		6371,6370		6983	110.9		Markt	6	78567	
31385	G1510	STANSSTAD	Stansstad	46.974967	8.349509		6362		4325	91.2		Gemeinde	6	78567	
79205	G2584	STARRKIRCH-WIL	Starrkirch-Wil	47.341483	7.925812		4656		1253	18.4	SO	Gemeinde	6	78584	
30534	G4210	STAUFEN	Staufen	47.378974	8.16146		5603		2213	35		Gemeinde	6	78628	
30781		STECHELBERG	Stechelberg	46.554216	7.8991284677		3824						7	30702	
78639	B2007	STECKBORN	Bezirk Steckborn						17274	1331.4	TG	Bezirk	4	152	
31655	G4864	STECKBORN	Steckborn	47.658986	8.986743		8266		3320	87.6		Stadt	6	78639	
30782	G0939	STEFFISBURG	Steffisburg	46.781659	7.637495		3613,3612		14349	133.6		Stadt	6	78551	
79891	G6200	STEG	Steg	46.324185	7.76288		3940		1336	71.6	VS	ehem. Gemeinde	7	152164	
78597	B1405	STEIN	Bezirk Stein						4986	309.6	SH	Bezirk	4	149	
31500	G2964	STEIN	Stein am Rhein	47.645013	8.896299		8260		2985	57.6		Stadt	6	78597	
79265	G3005	STEIN	Stein (AR)	47.375133	9.335735		9063		1355	93.7	AR	Gemeinde	6	78599	
79299	G3356	STEIN	Stein (SG)	47.20008	9.219689		9655		398	122.5	SG	Gemeinde	6	78609	
79484	G4260	STEIN	Stein (AG)	47.542713	7.940332		4332		2414	28.2	AG	Gemeinde	6	78630	
79278	G3217	STEINACH	Steinach	47.490395	9.430616		9323		2899	44.8	SG	Gemeinde	6	78604	
31594	G1373	STEINEN	Steinen	47.051142	8.604297		6422		2775	118.4		Gemeinde	6	78565	
31595	G1374	STEINERBERG	Steinerberg	47.061124	8.581931		6416		896	6.9		Gemeinde	6	78565	
32161		STEINHAUS	Steinhaus	46.413882	8.1639446831		3995						7	32082	
32196	G1708	STEINHAUSEN	Steinhausen	47.1988	8.487894		6312		8801	50.4		Gemeinde	6	78569	
79185	G2531	STEINHOF	Steinhof	47.159102	7.684489		4556		143	16.4	SO	Gemeinde	6	78582	
78733	G0101	STEINMAUR	Steinmaur	47.493017	8.445626		8162		2742	93.7	ZH	Gemeinde	6	78519	
32299	G0179	STERNENBERG	Sternenberg	47.387724	8.914556		8499		349	87.5		Gemeinde	6	78523	
79262	G2919	STETTEN	Stetten (SH)	47.736573	8.657319		8234		868	46.9	SH	Gemeinde	6	78594	
79402	G4041	STETTEN	Stetten (AG)	47.401022	8.304382		5608		1547	44.1	AG	Gemeinde	6	78623	
31656	G4606	STETTFURT	Stettfurt	47.525163	8.956611		9507		971	63.7		Gemeinde	6	78636	
30783	G0358	STETTLEN	Stettlen	46.955684	7.52529		3066		2833	35.2		Gemeinde	6	78530	
31177	G3504	STIERVA	Stierva	46.660854	9.529577		7459		128	105.6		Gemeinde	6	78611	
30535		STILLI	Stilli	47.516216	8.1944539934		5233					ehem. Gemeinde	7	30545	
30536	G4285	STRENGELBACH	Strengelbach	47.277968	7.922408		4802		4266	60.1		Gemeinde	6	78631	
78908	G0749	STUDEN	Studen (BE)	47.109917	7.298819		2557		2387	27.2	BE	Gemeinde	6	78543	
79171	G2499	STUESSLINGEN	Stüsslingen	47.393915	7.968304		4655		945	61.8	SO	Gemeinde	6	78581	
30784		SUBERG	Suberg	47.04958	7.3295442565		3262						7	30651	
31559	G2532	SUBINGEN	Subingen	47.199954	7.623457		4553		2625	62.5		Gemeinde	6	78582	
32019	G5929	SUCHY	Suchy	46.718904	6.602005		1433		345	66.6		Gemeinde	6	78667	
31178	G3695	SUFERS	Sufers	46.565191	9.368257		7434		115	346.2		Gemeinde	6	78613	
30950		SUGIEZ	Sugiez	46.97103	7.1105984236		1786						7	79122	
79682	G5536	SUGNENS	Sugnens	46.651148	6.671968		1043		233	26.9	VD	Gemeinde	6	78666	
30537	G4012	SUHR	Suhr	47.373167	8.089858		5034		8451	105.8		Gemeinde	6	78622	
31657	G4506	SULGEN	Sulgen	47.543625	9.196631		8583		3422	91.4		Gemeinde	6	78634	
79665	G5501	SULLENS	Sullens	46.589389	6.566006		1036		813	38.5	VD	Gemeinde	6	78666	
78986	G1042	SULZ	Sulz (LU)	47.222417	8.284274		6284		157	38.5	LU	ehem. Gemeinde	7	31290	
79460	G4178	SULZ	Sulz (AG)	47.538551	8.084892		5085		1122	122.7	AG	Gemeinde	6	78627	
30785	G0957	SUMISWALD	Sumiswald	47.032197	7.833329		3454		5307	593.7		Gemeinde	6	78552	
79385	G3985	SUMVITG	Sumvitg	46.706246	8.943889		7175		1313	1018.8	GR	Gemeinde	6	78621	
30786		SUNDLAUENEN	Sundlauenen	46.681222	7.7797945204		3800						7	30594	
79315	G3540	SUR	Sur	46.524666	9.656867		7456		93	232.2	GR	Gemeinde	6	78611	
79324	G3599	SURAUA	Suraua	46.689266	9.19395				295	242	GR	Gemeinde	6	78621	
31179	G3515	SURAVA	Surava	46.659212	9.617022		7472		250	69.8		Gemeinde	6	78611	
31180	G3600	SURCUOLM	Surcuolm	46.751282	9.153103		7138		130	64.7		ehem. Gemeinde	7	152152	
79045	G2044	SURPIERRE	Surpierre	46.739704	6.849903		1528		301	48.2	FR	Gemeinde	6	78570	
78557	B0304	SURSEE	Amt Sursee						62534	2873.6	LU	Amt	4	144	
31324	G1103	SURSEE	Sursee	47.177423	8.109604		6210		8059	58.6		Stadt	6	78557	
78621	B1831	SURSELVA	Bezirk Surselva	46.692702	9.0157967753				21618	13735.3	GR	Bezirk	4	142	
79854	G5930	SUSCEVAZ	Suscévaz	46.76079	6.585026		1437		178	41.5	VD	Gemeinde	6	78667	
79348	G3744	SUSCH	Susch	46.750451	10.020701		7542		199	939.3	GR	Gemeinde	6	78615	
32162		SUSTEN	Susten	46.307434	7.6398213202		3952						7	79878	
78909	G0750	SUTZ-LATTRIGEN	Sutz-Lattrigen	47.095663	7.217569		2572		1151	35.9	BE	Gemeinde	6	78543	
79761	G5688	SYENS	Syens	46.643001	6.776487		1510		117	25.3	VD	Gemeinde	6	78665	
79414	G4077	TAEGERIG	Tägerig	47.399042	8.278865		5522		1193	33	AG	Gemeinde	6	78624	
78873	G0625	TAEGERTSCHI	Tägertschi	46.87056	7.584784		3111		336	36.4	BE	Gemeinde	6	78539	
31658	G4696	TAEGERWILEN	Tägerwilen	47.648455	9.125639		8274		3273	115.6		Gemeinde	6	78637	
32163	G6295	TAESCH	Täsch	46.057773	7.793325		3929		831	587.2		Gemeinde	6	78686	
30787	G0751	TAEUFFELEN	Täuffelen	47.065501	7.198265		2575		2437	44		Gemeinde	6	78543	
30951	G2306	TAFERS	Tafers	46.81461	7.219614		1712		2627	84		Gemeinde	6	78575	
31181	G3733	TAMINS	Tamins	46.852027	9.403128		7015		1167	407.4		Gemeinde	6	78614	
